ID,Lobby ID,Nom1,Nom2,Pays/Région,Type,Secteurs d’activité,Dépenses Lobby (€),Personnes impliquées,Equivalent Temps plein,Emission <40 %,Efficacité énergétique,"Gaz de schiste, charbon, etc.",Energies renouvelables
35,9825553393-31,Friends of the Earth Europe,,Europe,ONG,Intérêts public environnementaux,764961,16,5.75,POUR,POUR,CONTRE,POUR
36,,FWU,Forum Wissenschaft und Umwelt,Autriche,Entité/autorité publique,"Recherche scientifique, expertise",NaN,NaN,NaN,,,,
37,07783117686-61,E3G,Third Generation Environmentalism,Europe,Think tank et recherche,"Recherche scientifique, expertise",2782638,25,25.0,,,,
38,83923664694-38,Climate Alliance,,Europe,Entité/autorité publique,Intérêts public environnementaux,4999,3,2.25,,,,
39,98430135820-35,DNR,Deutscher Naturschutzring,Allemagne,ONG,Intérêts public environnementaux,4999,3,1.75,,,,
40,730024411461-80,UWD,Umwelt Dachverband,Autriche,ONG,Intérêts public environnementaux,74999,9,7.75,,,,
41,00723343929-96,HEAL,,Europe,ONG,Intérêts public environnementaux,149999,5,2.5,,POUR,CONTRE,
42,98048278485-29,FOCUS,Focus Association for Sustainable Development,Slovénie,ONG,Intérêts public environnementaux,4999,6,6.0,,,,
43,29934726424-76,Bellona,Bellona Foundation,Europe,ONG,"Recherche scientifique, expertise",4999,4,4.0,,,,
44,74505036439-88,Glass Alliance Europe,,Europe,Association professionnelle,Matériaux,50000,7,2.0,,,,
45,,PGMF,Polish Glass Manufacturers Federation,Pologne,Association professionnelle,Matériaux,NaN,NaN,NaN,,,,
46,15997912445-80,Glass for Europe,,Europe,Association professionnelle,Matériaux,149999,4,1.5,,POUR,,POUR
47,1805107590-28,IATA,International Air Transport Association,International,Association professionnelle,"Construction, immobilier, transports",949999,3,3.0,,,,CONTRE
48,63503202933-02,AEGPL,European LPG Association,Europe,Association professionnelle,Énergie fossiles (sauf gaz),249999,5,4.0,POUR,,,
49,94140411659-52,PANGEA,PANGEA Partners for Euro-African Green Energy,Europe,ONG,Autres industries / intérêts,4999,1,0.25,,POUR,CONTRE,POUR
50,23029147081-37,British Agriculture Bureau,,Royaume-Uni,Association professionnelle,Autres industries / intérêts,349999,5,4.5,,,,POUR
51,97810874431-67,AEBIOM,European Biomass Association,Europe,Syndicat,Énergie (principalement renouvelable),549999,2,1.75,CONTRE,POUR,CONTRE,POUR
52,61650796093-48,Eurometaux,,Europe,Association professionnelle,Matériaux,1374999,12,11.5,,CONTRE,POUR,
53,18191445640-83,European Biogas Association,,Europe,Association professionnelle,Énergie (principalement renouvelable),37499,3,2.5,,POUR,,POUR
54,80788715017-29,Fertilizers Europe ,,Europe,Association professionnelle,Industrie chimique,919000,8,4.0,,,,
55,16999985032-07,Cooperatives Europe,,Europe,Association professionnelle,Intérêts privés,249999,4,2.0,,POUR,,POUR
56,43859808000-87,EASE,European Association for Storage of Energy,Europe,Association professionnelle,Énergie,149999,5,3.75,,,,
57,22276738915-67,EPEE,European Partnership of Energy and environment,Europe,Association professionnelle,Énergie,249999,5,3.0,,POUR,,
58,9201911441-69,Scotch Whisky Association,SWA,Royaume-Uni,Association professionnelle,Autres industries / intérêts,749999,14,5.0,,POUR,,POUR
59,2680046412-48,EPIA,European Photovoltaic Industry Association,Europe,Association professionnelle,Énergie (principalement renouvelable),549999,11,9.25,POUR,POUR,CONTRE,POUR
60,418701911503-17,BCC,British Ceramic Confederation,Royaume-Uni,Association professionnelle,Matériaux,4999,6,1.5,,CONTRE,POUR,CONTRE
61,68193894090-86,Confcooperative,,Italie,Association professionnelle,Intérêts privés,37499,3,3.0,,,,
62,39299129772-62,EurEAU,European Federation of National Associations of Water and Waste Water Services,Europe,Association professionnelle,Énergie,249999,4,2.0,,,CONTRE,
63,9931891670-73,Federchimica,,Italie,Association professionnelle,Industrie chimique,349999,2,1.0,,,,
64,406700112988-86,ACOGEN,Asociación Española de Cogeneración,Espagne,Association professionnelle,Énergie,74999,4,1.0,,,,
65,82064144358-30,APPA,Spanish Renewable Energy Association,Espagne,Association professionnelle,Énergie (principalement renouvelable),37499,2,0.75,POUR,POUR,CONTRE,POUR
66,37816636575-51,EU-ASE,European Alliance to Save Energy,Europe,Association professionnelle,Énergie,349999,3,2.0,,POUR,,
67,3978240953-79,BusinessEurope,,Europe,Association professionnelle,Intérêts privés,4124999,30,30.0,,,POUR,
68,032095416055-85,AOP,Asociación Española de Operadores de Productos Petrolíferos,Espagne,Association professionnelle,Énergie fossiles (sauf gaz),149999,3,1.25,,,,
69,42843016904-50,UPEI,Union Pétrolière Européenne Indépendante,Europe,Association professionnelle,Énergie fossiles (sauf gaz),249999,2,1.75,,CONTRE,,CONTRE
70,73725676990-18,CBI,Confederation of British Industry,Royaume-Uni,Association professionnelle,Intérêts privés,949999,30,11.25,,,,
71,76331988454-11,Jernkontoret,The Swedish Steel Producers' Association,Suède,Association professionnelle,Matériaux,4999,6,1.5,,CONTRE,,CONTRE
72,10790718699-18,ESTIF,European Solar Thermal Industry Federation,Europe,Association professionnelle,Énergie (principalement renouvelable),4999,1,0.25,POUR,POUR,CONTRE,POUR
73,31843397020-27,Eurofuel,,Europe,Association professionnelle,Énergie fossiles (sauf gaz),249999,1,1.0,,,,
74,56039441735-48,MTB,Central Union of Agricultural producers and Forest Owners,Finlande,Syndicat,Autres industries / intérêts,149999,3,1.25,,CONTRE,CONTRE,CONTRE
75,0649790813-47,ACEA,,Europe,Association professionnelle,"Construction, immobilier, transports",2124999,18,10.0,,CONTRE,POUR,CONTRE
76,849997016104-66,Unesa,Asociación Española de la Industria Eléctrica,Espagne,Association professionnelle,Énergie,37499,10,5.0,,,,
77,25748484862-49,EFIEES,European Federation of Intelligent Energy Efficiency Services,Europe,Association professionnelle,Énergie,249999,3,2.25,,POUR,CONTRE,
78,608923211432-08,FIV,Fédération de l'Industrie du Verre asbl,Belgique,Association professionnelle,Matériaux,25000,NaN,NaN,,CONTRE,POUR,CONTRE
79,,Steel Federation,,République Tchèque,Association professionnelle,Matériaux,NaN,NaN,NaN,,,,
80,39705603497-38,FFTI,Federation Finnish Technology Industries,Finlande,Association professionnelle,Intérêts privés,149999,10,5.0,POUR,CONTRE,,CONTRE
81,19853116579-64,EURACOAL,European Association for Coal and Lignite,Europe,Association professionnelle,Énergie fossiles (sauf gaz),149999,3,1.5,,,,
82,66441154246-76,IWEA,Irish Wind Energy Association,Irlande,Association professionnelle,Énergie (principalement renouvelable),4999,2,0.5,POUR,POUR,,POUR
83,2157643512-49,FEAD,European Federation of Waste Management and Environmental Services,Europe,Association professionnelle,Autres industries / intérêts,149999,5,2.25,,,,
84,91684615435-86,Friends of the Supergrid,,Europe,Association professionnelle,Énergie,600000,3,2.5,,,,
85,03451096957-77,EuSalt,,Europe,Association professionnelle,Autres industries / intérêts,37499,2,1.75,,POUR,,CONTRE
86,75093131694-63,EUTurbines,European Association of Gas and Steam Turbine Manufacturers,Europe,Association professionnelle,Énergie,349999,4,2.75,POUR,,,CONTRE
87,953933297-85,AFEP,Cercle de l'Industrie,France,Association professionnelle,Intérêts privés,649999,10,4.75,,,,
88,54829912208-85,CEDEC,the European Federation of Local Energy Companies,Europe,Entreprise,Énergie,549999,3,2.25,POUR,POUR,CONTRE,POUR
89,7899845424-69,CEWEP,Confederation of European waste-to-Energy Plants,Europe,Association professionnelle,Énergie,549999,5,4.5,,POUR,,POUR
90,,Heat Coalition,,Europe,Association professionnelle,Énergie,NaN,NaN,NaN,,,,
91,95685068542-71,EHI ,Association of the European Heating Industry,Europe,Association professionnelle,Énergie,249999,4,2.0,POUR,,,
92,23643001178-02,EHPA,European Heat Pump Association,Europe,Association professionnelle,Énergie,149999,3,2.0,,POUR,POUR,POUR
93,,ÖBV,Austrian Biomass Association,Autriche,Association professionnelle,Énergie (principalement renouvelable),NaN,NaN,NaN,,,,
94,48677174683-66,EREF,European reewable Energy Federation,Europe,Association professionnelle,Énergie (principalement renouvelable),149999,5,2.0,,,,
95,65083029307-11,EREC,European renewable Energy Council,Europe,Entité/autorité publique,Énergie (principalement renouvelable),NaN,NaN,NaN,,,,
96,19920706471-21,EWEA,European Wind Energy Association,Europe,Association professionnelle,Énergie (principalement renouvelable),2624500,8,5.75,,POUR,CONTRE,POUR
97,93987316076-63,CEMBUREAU,the European Cement Association,Europe,Association professionnelle,Matériaux,449999,8,4.0,,,,
98,0014082722-83,EUROCHAMBRES,,Europe,Association professionnelle,Intérêts privés,7600000,20,18.5,,CONTRE,POUR,
99,68861821910-84,Finnish Energy Industries,ET,Finlande,Association professionnelle,Énergie,349999,18,6.25,,CONTRE,POUR,CONTRE
100,50098025830-01,Energy Norway,Energy Norway,Norvège,Association professionnelle,Énergie,4999,2,2.0,POUR,CONTRE,POUR,CONTRE
101,07265875082-72,FFE,Federation of Finnish Enterprises,Finlande,Association professionnelle,Intérêts privés,249999,18,6.0,,CONTRE,,CONTRE
102,80966174852-38,Oesterreichs Energie,,Autriche,Association professionnelle,Énergie,549999,6,3.5,,,,
103,64879142323-90,CEFIC,European Chemical Industry Council,Europe,Association professionnelle,Industrie chimique,12100000,78,48.0,,,,
104,255548111478-45,SRI,Swedish Recycling Industries' Association,Suède,Association professionnelle,Autres industries / intérêts,30000,1,0.25,,,,
105,8111597333-73,Essenscia,Belgian Federation for Chemistry and Life Sciences Industries,Belgique,Association professionnelle,Industrie chimique,549999,9,3.0,,,,
106,,Confindustria,,Italie,Association professionnelle,Intérêts privés,75000,NaN,NaN,,,,
107,623798014057-26,DCA,Danish Construction Association,Danemark,Association professionnelle,"Construction, immobilier, transports",37499,15,3.75,,,,
108,7705861978-33,FFTB,Fédérationn Française des Tuiles et Briques,France,Syndicat,Matériaux,74999,4,1.25,,CONTRE,,CONTRE
109,42433582-82,FORATOM,,Europe,Association professionnelle,Énergie,449999,6,3.0,POUR,CONTRE,,CONTRE
110,952632114087-19,BWE,German Wind Energy Association,Allemagne,Association professionnelle,Énergie (principalement renouvelable),20000,1,0.75,POUR,POUR,,POUR
111,374860614091-68,SveMin,"Swedish Association of Mines, Mineral and Metal Producers",Suède,Association professionnelle,Matériaux,140000,4,1.25,,,,
112,17909506129-41,Eurogas,,Pays-Bas,Association professionnelle,Énergie,831972,5,3.0,POUR,CONTRE,POUR,CONTRE
113,14190001484-01,IMA-Europe,Industrial Minerals Association Europe,Europe,Association professionnelle,Matériaux,74999,3,0.75,,CONTRE,POUR,CONTRE
114,15511499334-46,BEE,Bundesverband Erneuerbare Energie e.V.,Allemagne,Association professionnelle,Énergie (principalement renouvelable),17499,1,1.0,POUR,POUR,,POUR
115,394158311340-73,SVSE,Association of Large Energy Consumers,République Tchèque,Association professionnelle,Intérêts privés,4999,1,0.25,,,,CONTRE
116,255859710443-50,PKEE,Polish Electricity Association,Pologne,Association professionnelle,Énergie,449999,7,6.0,,,,
117,355702910008-47,SFIF,Swedish Forest Industries Federation,Suède,Association professionnelle,Matériaux,4999,2,0.5,,,,CONTRE
118,78753091151-50,VNCI,Association of the Dutch Chemical Industry,Pays-Bas,Association professionnelle,Industrie chimique,349999,11,2.75,,,,
119,65573757907-62,SKGS,The co-operation of Swedish Energy Intensive Industries,Suède,Association professionnelle,Énergie,4999,5,1.5,,,,
120,319496319069-35,Anigas,Associazione Nazionale Industriali Gas,Italie,Association professionnelle,Énergie,17499,3,0.75,,,,
121,27993486325-38,PU Europe,,Europe,Association professionnelle,"Construction, immobilier, transports",17499,1,0.25,,POUR,,POUR
122,30146663069-53,French Union of Electricity,UFE,France,Association professionnelle,Énergie,249999,3,3.0,,,,
123,1978775156-31,IFIEC Europe,International Federation of Industrial Energy Consumers,Europe,ONG,Énergie,149999,10,4.0,,CONTRE,POUR,CONTRE
124,347776811076-78,ESTELA,European Solar Thermal Electricity Association,Europe,Association professionnelle,Énergie (principalement renouvelable),349999,3,3.0,,POUR,CONTRE,POUR
125,9624415524-28,UNIFE,the European Rail Industry,Europe,Association professionnelle,"Construction, immobilier, transports",549999,8,6.5,,,,
126,19736167705-91,DENEFF,German Business Association for Energy Efficiency,Allemagne,Association professionnelle,Énergie,4999,1,0.5,,POUR,,POUR
127,,Swedish Wind Energy,,Suède,Association professionnelle,Énergie (principalement renouvelable),NaN,NaN,NaN,,,,
128,092289314455-70,CMIA,Climate Market and Investment Associations,International,Association professionnelle,Finance,4999,1,0.25,,,,
129,,ENEF,European Nuclear Energy Forum,Europe,Association professionnelle,Énergie,NaN,NaN,NaN,,,,
130,780146710855-91,EuLA,European Lime Association,Europe,Association professionnelle,Matériaux,5000,1,0.25,,,,
131,55820581197-35,UEAPME,"European Associations of Craft, Small and Medium-Sized Enterprises",Europe,Association professionnelle,Intérêts privés,1623893,15,15.0,,,,
132,286194516022-33,Fedil,Business Federation Luxembourg,Luxembourg,Association professionnelle,Intérêts privés,149999,6,2.75,,,,
133,471593720714-56,WCA,World Coal Association,International,Association professionnelle,Énergie fossiles (sauf gaz),74999,2,0.5,,,,
134,1274604847-34,EK,Confederation of Finnish Industries,Finlande,Association professionnelle,Finance,449999,6,3.0,,,,
135,,APER,Associazione Produttori Energia Rinnovabile,Italie,Consultance,Énergie (principalement renouvelable),NaN,NaN,NaN,,,,
136,99005441548-23,EuroACE,European Alliance of Companies for Energy Efficiency in Buildings,Europe,Association professionnelle,"Construction, immobilier, transports",74999,3,2.5,,,,
137,11458103335-07,EGEC,the European Geothermal Energy Council,Europe,Association professionnelle,Énergie (principalement renouvelable),74999,4,4.0,,,,
138,,Euro Chlor,,Europe,Association professionnelle,Industrie chimique,NaN,NaN,NaN,,,,
139,550558011475-69,MEW,Mittelständische Energiewirtschaft Deutschland e.V.,Allemagne,Association professionnelle,Énergie fossiles (sauf gaz),4999,2,1.0,,CONTRE,,CONTRE
140,561606712956-58,VWEA,Vlaamse Windenergie Associatie,Belgique,Association professionnelle,Énergie (principalement renouvelable),4999,1,0.25,,,,
141,39671713910-36,FFIF,Finnish Forest Industries Federation,Finlande,Association professionnelle,Matériaux,74999,11,3.75,,CONTRE,,CONTRE
142,57944346163-37,Marcogaz,,Europe,Association professionnelle,Énergie,649999,2,2.0,,,POUR,CONTRE
143,639259811501-33,EREA,Estonian Renewable Energy Association,Estonie,Association professionnelle,Énergie (principalement renouvelable),4999,1,0.25,,,,
144,20943263315-44,EU-BAC,European Building Automation and Controls Association,Europe,Association professionnelle,"Construction, immobilier, transports",149999,4,2.25,,,,
145,00098856602-24,GEODE,The Voice of local Energy Distributors across Europe,Europe,ONG,Énergie,549999,4,4.0,,,,
146,79465004946-12,Cerame-Unie,the European Ceramic Industry Association,Europe,Association professionnelle,Matériaux,449999,6,4.5,,,,
147,83425058760-88,Federacciai,Federation of the Italian Steel Companies,Italie,Association professionnelle,Matériaux,149999,2,1.0,,,,
149,07682415745-25,CIFF,Chemical Industry Federation of Finland,Finlande,Association professionnelle,Industrie chimique,17499,1,0.25,,,,
150,29528175589-79,APREN,the Portuguese Renewable Energy Association,Portugal,Syndicat,Énergie (principalement renouvelable),4999,8,6.5,,,,
151,,SCHP ČR,Association of Chemical Industry of the Czech Republic,République Tchèque,Association professionnelle,Industrie chimique,NaN,NaN,NaN,,,,
152,143035111648-31,EMIRI,Energy Materials Industrial Research Initiative,Europe,Association professionnelle,Énergie,149999,2,1.25,,,,
153,4271427696-87,EURELETRIC,,Europe,Association professionnelle,Énergie,549999,18,4.5,,,,
154,26207914726-42,Fuelseurope,,Europe,Association professionnelle,Énergie fossiles (sauf gaz),2374999,15,10.5,,,,
155,9434415651-11,FNI,Federation of Norwegian Industries,Norvège,Autre,Intérêts privés,149999,8,4.0,,CONTRE,,CONTRE
157,,Czech Chamber of Commerce,,République Tchèque,Association professionnelle,Intérêts privés,NaN,NaN,NaN,,,,
158,20210641335-88,Orgalime,European Engineering Industries Association,Europe,Association professionnelle,Autres industries / intérêts,449999,12,3.75,,,,
159,80003592094-64,UEPC,European Union of Developers and House Builders,Europe,Association professionnelle,"Construction, immobilier, transports",150000,3,0.75,,,,
160,32591134448-30,ePURE,European renewable ethanol industry,Europe,Association professionnelle,Énergie (principalement renouvelable),349999,5,5.0,,,,
161,1733114388-50,Danish Energy Association,,Danemark,Association professionnelle,Énergie,149999,2,2.0,,,,
162,,EDORA,,Belgique,Association professionnelle,Énergie (principalement renouvelable),NaN,NaN,NaN,,,,
163,,French Glass Association,,France,Association professionnelle,Matériaux,NaN,NaN,NaN,,,,
164,,GAREP,Greek Association of RES Electricity Producers,Grèce,Association professionnelle,Énergie (principalement renouvelable),NaN,NaN,NaN,,,,
165,454264611835-56,PlasticsEurope,,Europe,Association professionnelle,Matériaux,1874999,13,8.0,,,,
166,88403261302-20,AGFW,"Der Energieeffizienzverband für Wärme, Kälte und KWK e. V",Allemagne,Association professionnelle,Énergie,149999,4,1.75,,,,
167,92221016212-42,FIEC,The European Construction Industry Federation,Europe,Association professionnelle,"Construction, immobilier, transports",449999,4,4.0,,,,
168,97560524441-16,REA,Renewable Energy Austria,Royaume-Uni,Association professionnelle,Énergie (principalement renouvelable),17499,4,1.25,,,,
169,77820278284-77,UPRIGAS,Union Professionelle des Industries Privées du Gaz,France,Syndicat,Énergie,4999,4,4.0,,,,
170,424387214082-04,Apetro,the National Oil Industry Association of Portugal,Portugal,Association professionnelle,Énergie fossiles (sauf gaz),4999,6,2.5,,,,
171,39912257528-48,CSE,Confederation of Swedish Enterprise,Suède,Association professionnelle,Intérêts privés,649999,16,5.5,,,,
172,66690371529-15,LK,Landwirtschaftskammer Österreich,Autriche,Syndicat,Autres industries / intérêts,37499,10,2.5,,,,
173,78903417544-46,FEBEG,the Federation of Belgian Electricity and Gas Companies,Belgique,Association professionnelle,Énergie,4999,2,0.5,,CONTRE,,CONTRE
174,,CoalPro,Confederation of UK Coal Producers,Royaume-Uni,Association professionnelle,Énergie fossiles (sauf gaz),NaN,NaN,NaN,,,,
175,,Co-operatives UK,,Royaume-Uni,Association professionnelle,Intérêts privés,NaN,NaN,NaN,,,,
176,1634450483-86,DAFC,Danish Agriculture & Food Council,Danemark,Association professionnelle,Autres industries / intérêts,549999,6,4.75,,,,
177,65035217875-61,BV Glas,Bundesverband der Glasindustrie e.V.,Allemagne,Association professionnelle,Matériaux,4999,6,4.5,,CONTRE,POUR,CONTRE
178,13073098010-57,Swedenergy,,Suède,Association professionnelle,Intérêts privés,4999,4,3.0,,,,
179,43763731235-75,MEDEF,,France,Association professionnelle,Intérêts privés,649999,12,4.25,,,,
180,826982520594-95,SVEBIO,Swedish Bioenergy Association,Suède,Association professionnelle,Énergie (principalement renouvelable),74999,2,0.5,,,,
181,733257915694-82,European Domestic Glass,,Europe,Association professionnelle,Matériaux,149999,1,1.0,,,,
182,449131111476-44,Unione Petrolifera,,Italie,Association professionnelle,Énergie fossiles (sauf gaz),70000,NaN,NaN,,,,
183,899865010107-44,EAACA,European Autoclaved Aerated Concrete Association,Europe,Association professionnelle,Matériaux,4999,1,0.25,,,,
184,400886110592-21,EA Ireland,Electricity Association of Ireland,Irlande,Association professionnelle,Énergie,74999,3,0.75,,,,
185,022255314501-32,CIP,Confederation of Portuguese Business,Portugal,Association professionnelle,Intérêts privés,100000,11,3.5,,,,
186,169439010937-02,ADH CR,Association for District Heating of the Czech Republic,République Tchèque,Association professionnelle,Énergie,4999,1,1.0,,,,
187,479468313744-50,IBEC,Irish Business and Employers Confederation,Irlande,Association professionnelle,Intérêts privés,449999,16,7.5,,,,
188,569379418624-07,SEDC,Smart Energy Demand Coalition,Europe,Entreprise,Énergie,249999,2,2.0,,,,
189,1550133398-72,FEVE,the European Container Glass Federation,Europe,Association professionnelle,Matériaux,449999,3,1.5,,,POUR,
190,3954187491-70,IOGP,International Association of Oil & Gas Producers,International,Association professionnelle,Énergie fossiles (sauf gaz),1750000,9,8.75,,,,
191,42566063487-73,ACI EUROPE,Airports Council International,Europe,Entité/autorité publique,"Construction, immobilier, transports",2124999,15,11.2,,,,
192,02963738854-41,CEOE,Confederación Española de Organizaciones Empresariales,Espagne,Association professionnelle,Intérêts privés,749999,11,4.75,,,,
193,841386910709-86,Assovetro,,Italie,Association professionnelle,Matériaux,4999,6,4.5,,,,
194,,MEDGRID,,International,Entreprise,Énergie (principalement renouvelable),NaN,NaN,NaN,,,,
195,172134011452-07,SEDIGAS,Spanish Gas Association,Espagne,Association professionnelle,Énergie,4999,2,0.5,,,,
196,01816267633-71,VDB,Verband der Deutschen Biokraftstoffindustrie,Allemagne,Association professionnelle,Énergie (principalement renouvelable),4999,3,0.75,,,,
197,702214911454-33,Voka,Vlaams netwerk van ondernemingen,Belgique,Syndicat,Intérêts privés,74999,6,1.75,,,,
198,981167323458-75,IG BCE,"Industriegewerkschaft Bergbau, Chemie, Energie",Allemagne,Syndicat,Intérêts des salariés,74999,5,1.75,,,,
199,6025320863-10,ETRMA, European Tyre & Rubber Manufacturers Association,Europe,Association professionnelle,Matériaux,649999,5,3.0,,,,
200,,BDBe,Bundesverband der deutschen Bioethanolwirtschaft,Allemagne,Association professionnelle,Énergie (principalement renouvelable),NaN,NaN,NaN,,,,
201,49913771894-86,IVC,Industrievereinigung Chemiefaser,Allemagne,Association professionnelle,Industrie chimique,4999,1,0.25,,,,
202,34954249295-81,VIK,Verband der Industriellen Energie- und Kraftwirtschaft,Allemagne,Association professionnelle,Énergie,249999,5,1.75,,,,
203,35832214158-18,FV Steine-Keramik,Fachverband der Stein- und keramischen Industrie,Autriche,Association professionnelle,Matériaux,4999,1,0.25,,,,
204,10405322962-08,WKO,Wirtschaftskammer Österreich,Autriche,Entité/autorité publique,Intérêts privés,1874999,25,15.25,,,,
205,09256701147-51,EBC,European Builders Confederation,Europe,Association professionnelle,"Construction, immobilier, transports",314000,5,4.75,,POUR,,
206,595041411471-64,German Biogas Association,,Allemagne,ONG,Énergie (principalement renouvelable),4999,2,0.75,,POUR,CONTRE,POUR
207,78601138241-84,DVFG,Deutscher Verband Flüssiggas (German LPG association),Allemagne,Association professionnelle,Énergie fossiles (sauf gaz),60000,1,0.25,,,,
208,1420587986-32,VKU,Verband Kommunaler Unternehmen,Allemagne,Entreprise,Autres industries / intérêts,549999,6,5.25,,,,
209,15423437054-40,VCI,Verband der Chemischen Industrie,Allemagne,Association professionnelle,Industrie chimique,4124999,79,27.25,,,,
210,33629954785-84,AFM+E,Aussenhandelsverband für Mineralöl und Energie,Allemagne,Association professionnelle,Énergie fossiles (sauf gaz),17499,3,2.5,,,,
211,73085531345-65,German Farmers,Deutscher Bauernverband,Allemagne,Association professionnelle,Autres industries / intérêts,280000,3,2.5,,,,
212,,IG Windkraft,Austrian Windenergy Association,Autriche,Association professionnelle,Énergie (principalement renouvelable),NaN,NaN,NaN,,,,
213,460445611477-43,DWA,"German Association of water, wastewater and waste",Allemagne,ONG,Énergie,25000,NaN,NaN,,,,
214,00481013843-28,AöW,Allianz der öffentlichen Wasserwirtschaft,Allemagne,Association professionnelle,Énergie,74999,3,0.75,,,,
215,,VKÖ,Verband Kommunaler Unternehmen Österreichs,Autriche,Association professionnelle,Énergie,NaN,NaN,NaN,,,,
216,9002547940-17,WVM,Wirtschaftsvereinigung Metalle,Allemagne,Association professionnelle,Matériaux,500000,11,3.75,,,,
217,9922252784-95,BGA,"Bundesverband Grosshandel, Aussenhandel, Dienstleistungen",Allemagne,Association professionnelle,Intérêts privés,149999,7,4.5,,,,
218,171640811897-34,DeSH,Deutsche Säge- und Holzindustrie,Allemagne,Association professionnelle,Matériaux,4999,9,8.75,,,,
219,089167355-44,GdW,Bundesverband deutscher Wohnungs- und Immobilienunternehmen,Allemagne,Association professionnelle,"Construction, immobilier, transports",149999,3,3.0,,CONTRE,,CONTRE
221,,Renewable UK,,Royaume-Uni,Association professionnelle,Énergie (principalement renouvelable),NaN,NaN,NaN,,,,
222,38589651649-14,EFET,European Federation of Energy Traders,Europe,Association professionnelle,Finance,449999,10,7.5,,,,
223,,Austropapier,Confederation of Austrian Pulp and Paper industries,Autriche,Association professionnelle,Matériaux,NaN,NaN,NaN,,,,
224,93038071152-83,EUROFER,European Steel Association,Europe,Association professionnelle,Matériaux,649999,8,2.5,,,,
225,18146381379-29,EPPSA,European Power Plant Suppliers Association,Europe,Association professionnelle,Énergie,149999,6,2.5,,,,
226,76130992074-15,Gas Infrastructure Europe,,Europe,Entreprise,Énergie,1374999,6,6.0,POUR,CONTRE,POUR,CONTRE
227,157030317994-18,AEE,Spanish Wind Power Association,Espagne,Association professionnelle,Énergie (principalement renouvelable),10500,3,1.25,,,,
228,41802525291-86,IRU, International Road Transport Union,International,Association professionnelle,"Construction, immobilier, transports",449999,11,11.0,,,POUR,
229,01873234294-62,EPAGMA,European Peat and Growing Media Association,Europe,ONG,Énergie fossiles (sauf gaz),149999,6,2.25,,,,
230,0935153658-47,UIC,Union des Industries Chimiques,France,Syndicat,Industrie chimique,149999,5,2.0,,,,
231,,The Energy Partnership,,Europe,Association professionnelle,"Construction, immobilier, transports",NaN,NaN,NaN,,,,
232,,SPEE-BG,"Alliance of the Producers of Ecological Energy-BG, the Bulgarian Photovoltaic Association, the Bulgarian Wind Energy Association and the Romanian Photovoltaic Industry Association",Bulgarie,Association professionnelle,Énergie (principalement renouvelable),NaN,NaN,NaN,,,,
233,952322311484-70,EDSO,European Distribution System Operators' Association,Europe,Association professionnelle,Énergie,74999,2,0.5,,,,
234,,Assoelettrica,,Italie,Association professionnelle,Énergie,NaN,NaN,NaN,,,,
235,09586631237-74,COPA-COGECA,,Europe,Association professionnelle,Autres industries / intérêts,1124999,18,18.0,,,,
236,89093924456-06,IV,Federation of Austrian Industries,Autriche,Association professionnelle,Intérêts privés,449999,10,3.5,,,,
237,264048311507-68,EUOEA,European Ocean Energy Association,Europe,Association professionnelle,Énergie,349999,5,5.0,,,,
238,98345631631-22,EURIMA,European Insulation Manufacturers Association,Europe,Association professionnelle,"Construction, immobilier, transports",149999,3,1.5,,,,
239,388419813370-85,Chance for Buildings,,République Tchèque,Association professionnelle,"Construction, immobilier, transports",249999,4,2.0,,,,
240,,ReNew,Renewable Energy Austria,Autriche,Association professionnelle,Énergie (principalement renouvelable),NaN,NaN,NaN,,,,
